,date,away,home,time
1188,"Tue, Apr 5, 2022",Los Angeles Lakers,Phoenix Suns,10:30p
1189,"Wed, Apr 6, 2022",Dallas Mavericks,Detroit Pistons,7:00p
1190,"Wed, Apr 6, 2022",Brooklyn Nets,New York Knicks,7:30p
1191,"Wed, Apr 6, 2022",Boston Celtics,Chicago Bulls,8:00p
1192,"Wed, Apr 6, 2022",Washington Wizards,Atlanta Hawks,8:00p
1193,"Wed, Apr 6, 2022",Oklahoma City Thunder,Utah Jazz,9:00p
1194,"Wed, Apr 6, 2022",Phoenix Suns,Los Angeles Clippers,10:00p
1195,"Thu, Apr 7, 2022",Orlando Magic,Charlotte Hornets,7:00p
1196,"Thu, Apr 7, 2022",Boston Celtics,Milwaukee Bucks,7:30p
1197,"Thu, Apr 7, 2022",Philadelphia 76ers,Toronto Raptors,7:30p
1198,"Thu, Apr 7, 2022",San Antonio Spurs,Minnesota Timberwolves,8:00p
1199,"Thu, Apr 7, 2022",Portland Trail Blazers,New Orleans Pelicans,8:00p
1200,"Thu, Apr 7, 2022",Memphis Grizzlies,Denver Nuggets,9:00p
1201,"Thu, Apr 7, 2022",Los Angeles Lakers,Golden State Warriors,10:00p
1202,"Fri, Apr 8, 2022",New York Knicks,Washington Wizards,7:00p
1203,"Fri, Apr 8, 2022",Milwaukee Bucks,Detroit Pistons,7:00p
1204,"Fri, Apr 8, 2022",Cleveland Cavaliers,Brooklyn Nets,7:30p
1205,"Fri, Apr 8, 2022",Houston Rockets,Toronto Raptors,7:30p
1206,"Fri, Apr 8, 2022",Atlanta Hawks,Miami Heat,8:00p
1207,"Fri, Apr 8, 2022",Charlotte Hornets,Chicago Bulls,8:00p
1208,"Fri, Apr 8, 2022",Portland Trail Blazers,Dallas Mavericks,8:30p
1209,"Fri, Apr 8, 2022",Phoenix Suns,Utah Jazz,9:30p
1210,"Fri, Apr 8, 2022",Oklahoma City Thunder,Los Angeles Lakers,10:30p
1211,"Sat, Apr 9, 2022",Sacramento Kings,Los Angeles Clippers,
1212,"Sat, Apr 9, 2022",Golden State Warriors,San Antonio Spurs,
1213,"Sat, Apr 9, 2022",New Orleans Pelicans,Memphis Grizzlies,
1214,"Sat, Apr 9, 2022",Indiana Pacers,Philadelphia 76ers,
1215,"Sun, Apr 10, 2022",Utah Jazz,Portland Trail Blazers,
1216,"Sun, Apr 10, 2022",Sacramento Kings,Phoenix Suns,
1217,"Sun, Apr 10, 2022",Detroit Pistons,Philadelphia 76ers,
1218,"Sun, Apr 10, 2022",Miami Heat,Orlando Magic,
1219,"Sun, Apr 10, 2022",Toronto Raptors,New York Knicks,
1220,"Sun, Apr 10, 2022",Golden State Warriors,New Orleans Pelicans,
1221,"Sun, Apr 10, 2022",Chicago Bulls,Minnesota Timberwolves,
1222,"Sun, Apr 10, 2022",Boston Celtics,Memphis Grizzlies,
1223,"Sun, Apr 10, 2022",Oklahoma City Thunder,Los Angeles Clippers,
1224,"Sun, Apr 10, 2022",Atlanta Hawks,Houston Rockets,
1225,"Sun, Apr 10, 2022",Los Angeles Lakers,Denver Nuggets,
1226,"Sun, Apr 10, 2022",San Antonio Spurs,Dallas Mavericks,
1227,"Sun, Apr 10, 2022",Milwaukee Bucks,Cleveland Cavaliers,
1228,"Sun, Apr 10, 2022",Washington Wizards,Charlotte Hornets,
1229,"Sun, Apr 10, 2022",Indiana Pacers,Brooklyn Nets,
